listing_id,coe_text
1011385,(4yrs 1mth 12days COE left)                            
963452,(2yrs 7mths 6days COE left)                            
1018232,(7yrs 1mth 16days COE left)                            
1021518,(3yrs 4mths 8days COE left)                            
1010270,(3yrs 11mths 5days COE left)                            
1029190,(6yrs 5mths 7days COE left)                            
1017271,(2yrs 11mths 13days COE left)                            
1023540,(1yr 7mths 18days COE left)                            
1023880,(5yrs 15days COE left)                            
994595,(8yrs 11mths 5days COE left)                            
960659,(5yrs 8mths 1day COE left)                            
1028009,(9yrs 4mths 14days COE left)                            
1000113,(5yrs 3mths 28days COE left)                            
1018733,(7yrs 7mths 6days COE left)                            
1015411,(6yrs 1mth 2days COE left)                            
1030455,(5yrs 5mths 15days COE left)                            
1017756,(4yrs 9mths 3days COE left)                            
1018511,(1yr 6mths 19days COE left)                            
781395,"
								N.A.                            "
1026141,(3yrs 1mth 2days COE left)                            
1009112,
1017754,(2yrs 2mths 5days COE left)                            
1016837,(5yrs 4mths 22days COE left)                            
963897,(9yrs 18days COE left)                            
992667,(4yrs 11mths 4days COE left)                            
1022426,(5mths 1day COE left)                            
1027660,(6yrs 11mths 16days COE left)                            
1023922,(2yrs 9mths 5days COE left)                            
1029333,(4yrs 2mths 9days COE left)                            
1011648,(7yrs 10mths 21days COE left)                            
1028378,(8yrs 10mths 28days COE left)                            
1021780,
1021165,(4yrs 9mths 2days COE left)                            
1023117,(5yrs 6mths 28days COE left)                            
1021403,(7yrs 27days COE left)                            
994804,(10yrs  COE left)                            
1008070,(1yr 5mths 26days COE left)                            
1027583,(6yrs 4mths 22days COE left)                            
1011880,(5yrs 6mths 23days COE left)                            
1017546,(7yrs 4mths 27days COE left)                            
1025913,(2yrs 9mths 5days COE left)                            
1030940,(2yrs 9mths 30days COE left)                            
1025444,(10yrs  COE left)                            
985685,(5yrs 9mths 7days COE left)                            
1015041,(3yrs 6mths 24days COE left)                            
1026616,(7yrs 8mths 14days COE left)                            
1007424,(5yrs 1mth 6days COE left)                            
1016351,(4yrs 11mths 22days COE left)                            
986692,(9yrs 5mths 20days COE left)                            
1031230,(2yrs 2mths 4days COE left)                            
1028181,(5yrs 9mths 20days COE left)                            
1029273,(6yrs 1mth 26days COE left)                            
986155,(5yrs  COE left)                            
1027597,(7yrs 1mth 14days COE left)                            
1024343,(6yrs 5mths 2days COE left)                            
1025180,(6yrs 9mths 20days COE left)                            
1029508,(4yrs 8mths 24days COE left)                            
945845,(8yrs 10mths 6days COE left)                            
996560,(2yrs 9mths 12days COE left)                            
1019237,(9yrs 6mths 5days COE left)                            
998000,(4yrs 7mths 13days COE left)                            
973638,(4yrs 1mth 6days COE left)                            
1025089,(3yrs 2mths 28days COE left)                            
1010938,(4yrs 3mths 29days COE left)                            
997419,(5mths 10days COE left)                            
1006632,(8yrs 11mths 16days COE left)                            
1012838,(10yrs  COE left)                            
1027450,(2yrs 6mths 5days COE left)                            
1026210,(1yr 10mths 9days COE left)                            
1024723,(7yrs 10mths 4days COE left)                            
1016908,(1yr 8mths 9days COE left)                            
1025705,(5yrs 28days COE left)                            
1029278,(1yr 4mths 8days COE left)                            
1003731,(2yrs 7mths 25days COE left)                            
1021126,(2yrs 5mths 19days COE left)                            
959012,(5yrs  COE left)                            
938257,(4yrs 5mths 12days COE left)                            
1017078,(4yrs 5mths 14days COE left)                            
1024491,(5yrs 7mths 28days COE left)                            
957615,(7yrs 4mths 3days COE left)                            
1026539,(7yrs 5mths 6days COE left)                            
1030213,(9yrs 5mths 6days COE left)                            
1028205,(7yrs 6mths 27days COE left)                            
1016233,(5yrs 9mths 9days COE left)                            
1026358,(8yrs 9mths 5days COE left)                            
1017955,(5yrs 3mths  COE left)                            
1020667,(2yrs 9mths 11days COE left)                            
1014039,(1yr 7mths 1day COE left)                            
1009252,(9yrs 8mths 2days COE left)                            
970412,(1yr 10days COE left)                            
992141,(6yrs 9mths 7days COE left)                            
989282,(3yrs 1mth 21days COE left)                            
1016246,(9yrs 6mths 2days COE left)                            
1030887,(3yrs 3mths 14days COE left)                            
1009111,(4yrs 3mths 2days COE left)                            
1027334,(3yrs 11mths 18days COE left)                            
988347,(7yrs 6mths 20days COE left)                            
1001931,(6yrs 2mths 2days COE left)                            
1026505,(5yrs 8mths 18days COE left)                            
1007579,(3yrs 11mths 13days COE left)                            
1014038,(4yrs 7mths 12days COE left)                            
1031242,(8yrs 11mths 4days COE left)                            
1025435,(5yrs 10mths 3days COE left)                            
1022525,(5yrs  COE left)                            
1028509,(6yrs 7mths 27days COE left)                            
1012238,(4yrs 8mths 19days COE left)                            
1026989,(8yrs 10mths 27days COE left)                            
1030774,(8yrs 10mths 27days COE left)                            
1021728,(9yrs 26days COE left)                            
1026537,(5yrs 1mth 4days COE left)                            
1002220,(8yrs 6mths 5days COE left)                            
1009684,(2yrs 11mths 5days COE left)                            
1017296,(8yrs 10mths 1day COE left)                            
1014263,(10yrs  COE left)                            
1015880,(9yrs 10mths 6days COE left)                            
1020934,(3yrs 9mths 6days COE left)                            
1029283,(4yrs 1mth 26days COE left)                            
1030010,(8mths 8days COE left)                            
999533,(4yrs 8mths 24days COE left)                            
1016204,(8yrs 7mths 23days COE left)                            
1023348,(2yrs 3mths 11days COE left)                            
1001156,(8yrs 1mth 14days COE left)                            
1022273,(6yrs 3mths 5days COE left)                            
1024628,(8yrs 4mths 18days COE left)                            
1002676,(5yrs 3mths 13days COE left)                            
972911,(7yrs 8mths 20days COE left)                            
1013007,(7yrs 3mths 18days COE left)                            
993499,(7yrs 10mths 22days COE left)                            
1018773,(9yrs 9mths 4days COE left)                            
1024571,(10yrs  COE left)                            
1026586,(2yrs 7mths 24days COE left)                            
1005238,(8yrs 11mths 5days COE left)                            
1015864,(1yr 11mths 20days COE left)                            
1025588,(4yrs 3mths 7days COE left)                            
1017212,(5yrs 15days COE left)                            
989768,(5yrs 8mths 2days COE left)                            
1017780,(8yrs 11mths 24days COE left)                            
989860,(6yrs 5mths 1day COE left)                            
1030107,(6yrs 10mths 19days COE left)                            
987376,(7yrs 6mths 5days COE left)                            
1019691,(9yrs 2mths 6days COE left)                            
1010741,(9yrs 8mths 6days COE left)                            
1026899,(7yrs 3mths 3days COE left)                            
929993,"
								N.A.                            "
1017146,(7yrs 9mths 19days COE left)                            
998576,(6yrs 5mths 28days COE left)                            
1001012,(3yrs 6mths 17days COE left)                            
1027826,(4yrs 3mths 29days COE left)                            
1024987,(7yrs 3mths 6days COE left)                            
1030315,(7yrs 2mths 22days COE left)                            
1022466,(10yrs  COE left)                            
1023819,(2yrs 7mths 3days COE left)                            
1025309,(2yrs 1mth  COE left)                            
996417,(8yrs 6days COE left)                            
1008090,(3yrs 2mths 3days COE left)                            
995977,(7yrs 11mths 4days COE left)                            
957825,(7yrs 8mths 22days COE left)                            
1030345,(5yrs 10mths 28days COE left)                            
1013756,(2yrs 9mths 10days COE left)                            
1029677,(4yrs 11mths 5days COE left)                            
1031254,(11mths 12days COE left)                            
1002162,(7yrs 6mths 17days COE left)                            
1026482,(5yrs 4mths 26days COE left)                            
1015379,(7yrs 2mths 2days COE left)                            
980451,(7yrs 7mths 6days COE left)                            
1010583,(9yrs 8mths 5days COE left)                            
1015394,(4yrs 7mths 25days COE left)                            
1031170,(7yrs 5mths 5days COE left)                            
1031137,
1022845,(2yrs 1mth 14days COE left)                            
1026908,(8yrs 1mth 7days COE left)                            
1024684,(4yrs 3mths 30days COE left)                            
1021108,(7yrs 1mth  COE left)                            
1009420,(4yrs 5mths 26days COE left)                            
1019191,(7yrs 1mth 9days COE left)                            
972825,(8yrs 11mths 3days COE left)                            
1000190,(6yrs 8mths 2days COE left)                            
1004107,"
								N.A.                            "
1023506,(6yrs 7mths 13days COE left)                            
1019344,(9mths 6days COE left)                            
1010882,(7yrs 4mths 1day COE left)                            
1029736,(7yrs 1mth 4days COE left)                            
1012983,(4yrs 7mths 29days COE left)                            
996663,(7yrs 5mths 3days COE left)                            
1002473,(5yrs 7mths 26days COE left)                            
1008674,(6yrs 8mths 14days COE left)                            
969657,(5yrs 9mths 9days COE left)                            
929721,(8yrs 9mths 4days COE left)                            
925957,(4yrs 4mths 18days COE left)                            
1007386,(4yrs 11mths 2days COE left)                            
1021471,(26days COE left)                            
1028828,(3yrs 3days COE left)                            
959134,(5yrs 4mths 24days COE left)                            
1021965,(6yrs 6mths 1day COE left)                            
1024575,(8yrs 10mths 30days COE left)                            
1027688,(9yrs 6mths 5days COE left)                            
1022670,(10yrs  COE left)                            
1021159,(8yrs 9mths 18days COE left)                            
1019431,(6yrs 2mths 16days COE left)                            
1029911,
1023079,(5mths 3days COE left)                            
1024364,(5yrs 9mths 26days COE left)                            
1020719,(9yrs 7mths 30days COE left)                            
1009238,
1012674,(5yrs 4mths 25days COE left)                            
1022309,(5yrs 4mths 19days COE left)                            
1013149,(9yrs 8mths 4days COE left)                            
1019558,(9yrs 9mths 7days COE left)                            
996224,(10yrs  COE left)                            
1010752,(6yrs 8mths 28days COE left)                            
1031007,(1yr 7mths 24days COE left)                            
1017875,(3yrs 1mth 26days COE left)                            
1020138,(7yrs 5mths 14days COE left)                            
1028982,(4mths 25days COE left)                            
1026471,(4yrs 23days COE left)                            
960680,(8yrs 8mths 18days COE left)                            
1012553,(5yrs 6mths 27days COE left)                            
1029504,(3yrs 2mths  COE left)                            
1017800,(1yr 11mths 4days COE left)                            
998888,
989654,(5yrs 3mths 28days COE left)                            
1026926,(5yrs 9mths 26days COE left)                            
1028873,(9yrs 6mths 5days COE left)                            
1019555,(9yrs 3mths 20days COE left)                            
1016723,(7yrs 24days COE left)                            
961154,(3yrs 5mths 29days COE left)                            
1017343,
1003454,(7yrs 5mths 10days COE left)                            
993254,(9yrs 1mth 26days COE left)                            
1026821,(5yrs 7mths 19days COE left)                            
998780,(7yrs 11mths 22days COE left)                            
1016968,(7yrs 10mths  COE left)                            
1020780,(2yrs 10mths 22days COE left)                            
1031162,(10yrs  COE left)                            
1009068,(7yrs 4mths 2days COE left)                            
1016438,(7yrs 8mths 26days COE left)                            
1029816,(7yrs 2mths 21days COE left)                            
1010724,(4yrs 3mths 9days COE left)                            
980962,(5yrs 9mths 30days COE left)                            
967270,(6yrs 5days COE left)                            
1020620,(8yrs 8mths 3days COE left)                            
1024705,(2yrs 6mths 1day COE left)                            
1024197,(10yrs  COE left)                            
1026221,(7yrs 7mths 25days COE left)                            
1027151,(7yrs 5mths 6days COE left)                            
1021146,(5yrs 4mths 4days COE left)                            
1028307,(8yrs 10mths 23days COE left)                            
999804,(7yrs 1mth 4days COE left)                            
982708,(6yrs 4mths 19days COE left)                            
1002962,(7yrs 7mths 19days COE left)                            
1009640,(3yrs 6days COE left)                            
976530,(5yrs 7mths 24days COE left)                            
1005185,
1014792,(1yr 5mths 14days COE left)                            
977224,(6yrs 6mths 4days COE left)                            
971713,(2yrs 6mths 5days COE left)                            
1023871,(1yr 7mths 30days COE left)                            
1019426,(7yrs 1mth 25days COE left)                            
1021930,(6yrs 1mth 27days COE left)                            
1027716,(4yrs 9mths 6days COE left)                            
1025903,(6yrs 9mths 15days COE left)                            
1028453,(10yrs  COE left)                            
1021695,(6yrs 8mths 1day COE left)                            
1016815,(4yrs 1mth 5days COE left)                            
1012209,(5yrs 3mths 14days COE left)                            
1011904,
1027503,(4yrs 10days COE left)                            
1027931,(5yrs 5mths 3days COE left)                            
951475,(3yrs 10mths 21days COE left)                            
1029683,(2yrs 8mths  COE left)                            
1027581,(1yr 1mth 5days COE left)                            
1012383,(7yrs 6mths 5days COE left)                            
986666,(9yrs 5mths 25days COE left)                            
988882,(5yrs 6mths 13days COE left)                            
1015630,(6yrs 10mths 5days COE left)                            
1024622,(4mths 11days COE left)                            
1014814,(7yrs 4mths 11days COE left)                            
963767,(5yrs 5mths 3days COE left)                            
988606,(4yrs 5mths 21days COE left)                            
1017066,(7yrs 11mths  COE left)                            
1006798,(8yrs 17days COE left)                            
1030814,(2yrs 11mths 17days COE left)                            
1006995,(7yrs 3mths 27days COE left)                            
1011777,(4yrs 10mths 13days COE left)                            
1031124,(6yrs 11mths 27days COE left)                            
1025160,(1yr 5mths 24days COE left)                            
1013967,(5yrs 2mths 4days COE left)                            
1030316,(3yrs 11mths 3days COE left)                            
1020142,(4yrs 10mths 25days COE left)                            
1004545,(7yrs 6mths 5days COE left)                            
1014688,(4yrs 3mths 6days COE left)                            
996892,(3yrs 2mths 13days COE left)                            
1022746,(6yrs 7mths 2days COE left)                            
1029641,(7yrs 1mth 1day COE left)                            
1012037,(2yrs 3mths 12days COE left)                            
991140,(8yrs 10mths 2days COE left)                            
1031050,(1yr 11mths 5days COE left)                            
1023427,(2yrs 12days COE left)                            
1027859,(6yrs 10mths 5days COE left)                            
1027536,(11mths 12days COE left)                            
1017908,(4yrs 1mth 8days COE left)                            
1025878,(8yrs 11mths 4days COE left)                            
973544,(9yrs 4mths 2days COE left)                            
1009603,(3yrs 7mths 23days COE left)                            
994833,(8yrs 10mths 23days COE left)                            
1031184,(9yrs 7mths 30days COE left)                            
1017405,(2yrs 6mths 5days COE left)                            
1029810,(2yrs 11mths 5days COE left)                            
1025769,(6yrs 11mths 5days COE left)                            
1023280,(9yrs 9mths 18days COE left)                            
1025614,(7yrs 1mth 4days COE left)                            
1018116,(4yrs 3mths 23days COE left)                            
995127,(6yrs 3mths 4days COE left)                            
1010864,(7yrs 15days COE left)                            
1010809,(7yrs 2mths  COE left)                            
1024437,(7yrs 3mths 6days COE left)                            
1022405,(2yrs 11mths 26days COE left)                            
1018274,(3yrs 11mths 5days COE left)                            
992923,(7yrs 4mths 22days COE left)                            
1021922,(5yrs  COE left)                            
1023946,(8yrs 3mths 18days COE left)                            
1010817,(4yrs 11mths 17days COE left)                            
987972,(9yrs 5mths 25days COE left)                            
1013170,(10yrs  COE left)                            
1030957,(9yrs 8mths 5days COE left)                            
1023209,(2yrs 8mths 26days COE left)                            
1021825,(7yrs 9mths 3days COE left)                            
1020132,(6yrs 26days COE left)                            
1022123,(3yrs 9mths 18days COE left)                            
1028073,(4yrs 7mths 4days COE left)                            
1025794,(5yrs 11mths 23days COE left)                            
1013613,(8yrs 10mths 6days COE left)                            
1018366,(9yrs 23days COE left)                            
1019193,(6yrs 3mths 25days COE left)                            
1010995,(8yrs 1mth 16days COE left)                            
996945,(10yrs  COE left)                            
1030210,(9yrs 10mths 15days COE left)                            
1022694,(4yrs 5mths 23days COE left)                            
1026519,(9yrs 6mths 5days COE left)                            
1026583,(7yrs 5mths 2days COE left)                            
1029765,(4yrs 7mths 26days COE left)                            
1008461,(3yrs 8mths  COE left)                            
1002650,(6yrs 1mth 11days COE left)                            
1006998,(5yrs 7mths 6days COE left)                            
1022480,(7yrs 1mth 4days COE left)                            
1023078,(1yr 10mths 5days COE left)                            
999924,(5yrs 5mths 25days COE left)                            
1022743,(7yrs 6mths 13days COE left)                            
988175,"
								N.A.                            "
973213,(9yrs 1mth 8days COE left)                            
1030478,(2yrs 1mth 6days COE left)                            
1007171,(7yrs 1mth 4days COE left)                            
1019808,(9yrs 9mths 7days COE left)                            
1022658,
1023625,(1yr 4mths  COE left)                            
1013460,(9mths 19days COE left)                            
985716,(6yrs 2mths 3days COE left)                            
1030687,(9yrs 10mths 15days COE left)                            
1023094,
1014153,(9yrs 3mths 3days COE left)                            
1026529,(7yrs 6mths 4days COE left)                            
1020722,(9yrs 25days COE left)                            
1004858,(8mths 16days COE left)                            
988032,(6yrs 4mths 26days COE left)                            
1025215,(1yr 8mths 28days COE left)                            
1025945,(6yrs 10mths 5days COE left)                            
1011905,(7yrs 9mths 26days COE left)                            
998159,(2yrs 3mths 6days COE left)                            
1017481,(6yrs 6mths 22days COE left)                            
1018287,(7yrs 6mths 17days COE left)                            
998858,(3yrs 11mths 3days COE left)                            
907536,(6yrs 2mths 3days COE left)                            
1030489,(5yrs 8mths 16days COE left)                            
1027885,(7yrs 6mths 12days COE left)                            
1018828,(4yrs 6mths 3days COE left)                            
1001612,(8yrs 9mths 30days COE left)                            
1024052,(5yrs 5mths 10days COE left)                            
1029818,(7yrs 11mths 16days COE left)                            
984180,(7yrs 1mth 15days COE left)                            
1030731,
1022400,(8yrs 9mths 1day COE left)                            
947263,
1025185,(6yrs 3mths 10days COE left)                            
1006976,(6yrs 8mths 1day COE left)                            
1011119,(6yrs 9mths 5days COE left)                            
1014238,(9yrs 8mths 10days COE left)                            
1023850,(2yrs 6mths 26days COE left)                            
1001703,(9yrs 5mths 17days COE left)                            
1020638,(2yrs 7mths 21days COE left)                            
1030142,(2yrs 2mths 26days COE left)                            
1023302,(6yrs 3mths 24days COE left)                            
1024259,(4yrs 6mths 2days COE left)                            
989821,
1007608,(5yrs 4mths 1day COE left)                            
985499,(5yrs 2mths 17days COE left)                            
1029718,(5yrs 5mths 23days COE left)                            
1001882,(4yrs 9mths  COE left)                            
1025928,(6yrs 2mths 28days COE left)                            
938048,(7yrs 6mths 14days COE left)                            
1028799,(5yrs  COE left)                            
1014598,(4yrs 16days COE left)                            
1029126,(6yrs 7mths 25days COE left)                            
1005861,(5mths 16days COE left)                            
1024815,(7yrs 2mths 28days COE left)                            
1023515,(8yrs 2mths 19days COE left)                            
996074,(6yrs 14days COE left)                            
1029127,(8yrs 2mths 28days COE left)                            
1029131,(7yrs 6mths 2days COE left)                            
1014353,(4yrs 9mths 1day COE left)                            
1020512,(10yrs  COE left)                            
1023980,(5yrs 3mths 18days COE left)                            
1023804,(9yrs 6mths 3days COE left)                            
998574,(6yrs 1mth 4days COE left)                            
1029347,(5yrs 11mths 2days COE left)                            
1028157,(2yrs 3mths 6days COE left)                            
1011860,(9yrs 8mths 6days COE left)                            
1017936,(9yrs 6mths 15days COE left)                            
1025133,(6yrs 7mths 12days COE left)                            
1000951,"
								N.A.                            "
963568,(9yrs 1mth 4days COE left)                            
982849,(6yrs 6mths 14days COE left)                            
1016559,(9yrs 8mths 27days COE left)                            
1007674,(5yrs 4mths 12days COE left)                            
1014006,(7yrs 5mths 3days COE left)                            
1020838,(6yrs 7mths 10days COE left)                            
1016920,(3yrs 8mths 20days COE left)                            
1013763,(7yrs 5mths 1day COE left)                            
1018483,(1yr 1mth 5days COE left)                            
1030754,(7yrs 7mths 18days COE left)                            
1012673,(6yrs 2mths 1day COE left)                            
1019201,
1012853,(6yrs 7mths 5days COE left)                            
991977,(4yrs 11mths 21days COE left)                            
1029463,(7yrs 1mth 24days COE left)                            
1030535,(9yrs 3mths 6days COE left)                            
1018789,(7yrs 8mths 14days COE left)                            
1018061,(2yrs 4mths 22days COE left)                            
1022684,(4yrs 2mths 3days COE left)                            
1000459,(4yrs 6mths 20days COE left)                            
979844,(1mth 17days COE left)                            
957793,(5yrs  COE left)                            
973043,(2yrs 19days COE left)                            
999123,(4yrs 9mths 20days COE left)                            
1010267,(7yrs 7days COE left)                            
1019991,(7yrs 5mths 3days COE left)                            
1010402,"
								N.A.                            "
990759,(8yrs 9mths 1day COE left)                            
1022572,(6yrs 4mths 23days COE left)                            
996711,(5yrs  COE left)                            
1030746,(6yrs 9mths 12days COE left)                            
1028296,(6yrs 3mths 6days COE left)                            
1017752,(8yrs 3mths 25days COE left)                            
1030617,(3yrs 10mths 25days COE left)                            
1029217,(3yrs 5mths 5days COE left)                            
1012446,(5yrs 11mths 2days COE left)                            
1015174,(3yrs 1mth 27days COE left)                            
989264,(5yrs 14days COE left)                            
1015574,(4yrs 7mths 25days COE left)                            
1006974,(5yrs 2mths 8days COE left)                            
1029802,(2yrs 6mths 5days COE left)                            
975017,(10yrs  COE left)                            
1007563,(5yrs  COE left)                            
1026010,(3yrs 6mths 19days COE left)                            
999641,(5yrs 9mths 13days COE left)                            
959837,(7yrs 6mths 5days COE left)                            
1021769,(9yrs 9mths 11days COE left)                            
1021605,(7yrs 10mths 29days COE left)                            
1017069,(4yrs 6mths 2days COE left)                            
1029667,(11mths 29days COE left)                            
991112,(7yrs 4mths 3days COE left)                            
1023610,(7yrs 10mths 10days COE left)                            
1028429,(6yrs 7mths 26days COE left)                            
990854,(6yrs 6mths 1day COE left)                            
1029205,(7yrs 1mth 11days COE left)                            
1027987,(6yrs 1mth 19days COE left)                            
1026849,(6yrs 7mths 19days COE left)                            
1005427,(6yrs 2mths 14days COE left)                            
1030615,(7yrs 6mths 20days COE left)                            
1010729,(9yrs 2days COE left)                            
1025521,(3yrs 11mths 5days COE left)                            
1008789,(6yrs 8mths 3days COE left)                            
1024200,(4yrs 11mths 3days COE left)                            
1017494,(9yrs 4days COE left)                            
1024035,(4yrs 9days COE left)                            
1006548,(4yrs 7mths 6days COE left)                            
1007027,(6yrs 6mths 20days COE left)                            
1007984,(7yrs 8mths 5days COE left)                            
977820,(4yrs 4mths 3days COE left)                            
1020039,(2yrs 3mths 24days COE left)                            
1025193,
1023304,(2yrs 10mths 24days COE left)                            
1026043,(2yrs 6mths 5days COE left)                            
1007500,(6yrs 7mths 16days COE left)                            
1022814,(3yrs 11mths 25days COE left)                            
1029113,(8yrs 11mths 5days COE left)                            
1027554,(8yrs 8mths 27days COE left)                            
996234,(6yrs 6mths 20days COE left)                            
1030168,(4yrs 4mths 3days COE left)                            
1030036,(10yrs  COE left)                            
1000943,(9yrs 7mths 6days COE left)                            
1023296,(4yrs 2mths 10days COE left)                            
1028819,(4yrs 10mths 26days COE left)                            
1001680,(7yrs 6days COE left)                            
1029617,(6yrs 5mths 1day COE left)                            
1009923,(8yrs 10mths 20days COE left)                            
1019870,(5yrs 10mths 12days COE left)                            
1001160,(1yr 18days COE left)                            
1021865,(10yrs  COE left)                            
1017625,(3yrs 9mths 16days COE left)                            
1023814,(7yrs 19days COE left)                            
1020043,(7yrs 6mths 28days COE left)                            
1003253,(7yrs 6mths 5days COE left)                            
1003595,(4yrs 7mths 6days COE left)                            
977805,(7yrs 1mth 23days COE left)                            
995110,(6yrs 10mths 2days COE left)                            
998720,(3yrs 9mths 2days COE left)                            
958808,(9yrs 2mths 12days COE left)                            
988206,(6yrs 5mths 25days COE left)                            
1028954,(2yrs 7mths 17days COE left)                            
1029312,(1yr 10mths 20days COE left)                            
908627,(5yrs 10mths 30days COE left)                            
1015162,(2yrs 6mths 12days COE left)                            
1029584,(4yrs 9mths 15days COE left)                            
992984,(4yrs 7mths 5days COE left)                            
1015946,(8yrs 10mths 6days COE left)                            
1018043,(9yrs 9mths 2days COE left)                            
1031025,(7yrs 1mth 17days COE left)                            
1010801,(6yrs 2mths 2days COE left)                            
1024771,(6yrs 22days COE left)                            
994103,
1015016,(8yrs 5mths 6days COE left)                            
1023230,(4yrs 6mths 5days COE left)                            
1015098,(9yrs 2mths 3days COE left)                            
1013440,(7yrs 7mths 19days COE left)                            
1028805,(5yrs 5mths 5days COE left)                            
1005527,(3yrs 7mths 21days COE left)                            
1010385,(4yrs 11mths 29days COE left)                            
957241,(7yrs 6mths 5days COE left)                            
1021309,(3yrs 4days COE left)                            
1030199,(5yrs 4mths 26days COE left)                            
771308,(7yrs 6mths 5days COE left)                            
982503,(9yrs 5mths 17days COE left)                            
1002172,
1016169,(3yrs 6mths 8days COE left)                            
1025075,(9yrs 9mths 25days COE left)                            
985303,(4yrs 2mths 2days COE left)                            
1028399,(7yrs 25days COE left)                            
1016788,(6yrs 5mths 12days COE left)                            
1007034,
1017273,(9yrs 8mths 27days COE left)                            
961933,(9yrs 2mths 25days COE left)                            
1010028,(5yrs 3mths 22days COE left)                            
1026922,(7yrs 26days COE left)                            
1023700,(1yr 10mths 1day COE left)                            
1021438,(8yrs 4mths 2days COE left)                            
1024556,(5yrs 6mths 5days COE left)                            
907715,(1yr 6mths 18days COE left)                            
1029737,(5yrs 11mths 21days COE left)                            
1027615,(5yrs 10mths 17days COE left)                            
1012339,(5yrs 10mths 4days COE left)                            
1026387,(4yrs 7mths 14days COE left)                            
1009273,(6yrs 2mths 2days COE left)                            
1029884,(4yrs 10mths 25days COE left)                            
1006129,(7yrs 8mths 1day COE left)                            
1029702,(6yrs 6mths 21days COE left)                            
1024687,(4yrs 9mths 1day COE left)                            
1017941,(6yrs 7mths 16days COE left)                            
1024167,(4yrs 6mths 15days COE left)                            
1013015,(1yr 3mths 26days COE left)                            
1006058,(5yrs 20days COE left)                            
1025974,(7yrs 8mths 2days COE left)                            
1016855,(4yrs 4mths 19days COE left)                            
1030960,(1yr 5mths 16days COE left)                            
1022168,(4yrs 2mths 4days COE left)                            
1020759,(8yrs 10mths 6days COE left)                            
1015144,(4yrs 6mths 20days COE left)                            
1022781,(6yrs 3mths 10days COE left)                            
1025219,(5yrs 5mths 15days COE left)                            
1014433,(5yrs 7mths 21days COE left)                            
976485,(4yrs 11mths 17days COE left)                            
1020586,(6yrs 7mths 13days COE left)                            
1021009,(9yrs 9mths 10days COE left)                            
991780,(8yrs 5mths 6days COE left)                            
1010956,(7yrs 4mths 24days COE left)                            
1015558,(8yrs 1mth 13days COE left)                            
1027455,(5yrs 4mths 4days COE left)                            
1007646,(6yrs 4mths 12days COE left)                            
1020851,(5yrs 2mths 17days COE left)                            
1022465,(4yrs 2mths 16days COE left)                            
994013,(9yrs 4mths 21days COE left)                            
999783,(4yrs 11mths 16days COE left)                            
996935,(7yrs 3mths 4days COE left)                            
1005403,(7yrs 2mths 19days COE left)                            
987785,(7yrs 8mths 29days COE left)                            
1011117,(6yrs 4mths 16days COE left)                            
1024974,(6yrs 5mths  COE left)                            
1010186,(7yrs 9mths 29days COE left)                            
1021968,(7yrs 3mths 20days COE left)                            
1016190,(6yrs 10mths 4days COE left)                            
978346,(5yrs 1mth 24days COE left)                            
1026929,(3yrs 7mths 17days COE left)                            
1022528,(6mths 22days COE left)                            
1029366,(1yr 7mths  COE left)                            
1020395,(4yrs 18days COE left)                            
994002,(2yrs 1mth 21days COE left)                            
1027961,(3yrs 5mths 28days COE left)                            
1028370,(4yrs 6mths 20days COE left)                            
1018770,(5yrs 4mths 5days COE left)                            
1023726,(6yrs 10mths 20days COE left)                            
969420,(8yrs 11mths 4days COE left)                            
1007351,(8yrs 8mths 27days COE left)                            
1030505,(1yr 18days COE left)                            
993673,(9yrs 7days COE left)                            
971962,(1yr 5mths 17days COE left)                            
1027515,(8yrs 16days COE left)                            
970485,(7yrs 4mths 8days COE left)                            
1022032,(7yrs 6mths 5days COE left)                            
1008382,(6yrs 5mths 29days COE left)                            
993315,(7yrs 11mths 25days COE left)                            
1002212,(10yrs  COE left)                            
1012008,
1012871,(5yrs 3mths 28days COE left)                            
1021062,(1yr 9mths 10days COE left)                            
962166,(3yrs 7mths 22days COE left)                            
1021220,(8yrs 4days COE left)                            
1010638,(4yrs 6mths 5days COE left)                            
1026966,(6yrs 10mths 7days COE left)                            
1022046,(4yrs 1mth 25days COE left)                            
992181,(9yrs 6mths 4days COE left)                            
1021430,(5yrs  COE left)                            
1028016,(4yrs 3mths 1day COE left)                            
1006069,(4yrs 5mths 19days COE left)                            
1025407,(8yrs 9mths 16days COE left)                            
1026801,(9yrs 3days COE left)                            
1012833,(10yrs  COE left)                            
1000481,(9yrs 7mths 6days COE left)                            
1012221,(4yrs 10mths 24days COE left)                            
1029371,(7yrs 6mths 5days COE left)                            
996662,(1yr 5mths 20days COE left)                            
1010992,(8yrs 3mths 25days COE left)                            
1013515,(4yrs 7mths 15days COE left)                            
991696,(9yrs 6mths  COE left)                            
1030471,(2yrs 4days COE left)                            
1003546,(5yrs 2mths 8days COE left)                            
967663,(6yrs 7mths 17days COE left)                            
1008429,(3yrs 7mths 22days COE left)                            
1024929,(4yrs 1mth 1day COE left)                            
999338,(4yrs 6mths 21days COE left)                            
1030183,(5yrs 11mths 7days COE left)                            
985846,(3yrs 10mths 23days COE left)                            
1013062,(10mths 27days COE left)                            
1015852,(5yrs 6mths 8days COE left)                            
1028615,
